district_id,district_name,state,development_index,population_lakhs,rural_pct,literacy_rate,female_literacy_rate,sc_st_pct,bpl_pct,agricultural_hh_pct,avg_landholding_ha,internet_penetration,health_facilities_per_lakh,pmkisan_eligible,pmkisan_enrolled,pmkisan_uptake_rate,pmkisan_gap_count,ab_eligible,ab_enrolled,ab_uptake_rate,ab_gap_count,combined_gap_score
D0258,RAJ_Dist_31,Rajasthan,0.6186,200.0,0.7164,0.7705,0.6739,0.3146,0.208,0.6089,1.863,0.5016,14.33,1217769,907353,0.7451,310416,374444,287243,0.7671,87201,0.2439
D0259,RAJ_Dist_32,Rajasthan,0.4757,200.0,0.7733,0.6051,0.434,0.441,0.4123,0.8168,1.132,0.3967,14.46,1633514,1027197,0.6288,606317,742165,448456,0.6043,293709,0.3835
D0260,RAJ_Dist_33,Rajasthan,0.5469,65.08,0.6862,0.7104,0.6011,0.358,0.222,0.4893,1.576,0.4441,21.33,318464,240453,0.755,78011,130021,97403,0.7491,32618,0.2479
D0261,GUJ_Dist_01,Gujarat,0.6179,42.04,0.5566,0.8019,0.6826,0.3713,0.3203,0.3906,1.433,0.2201,18.37,164184,119916,0.7304,44268,121169,90675,0.7483,30494,0.2606
D0262,GUJ_Dist_02,Gujarat,0.5999,29.35,0.4748,0.7213,0.5627,0.212,0.2533,0.3087,2.286,0.2444,17.53,90606,67287,0.7426,23319,66907,51026,0.7627,15881,0.2474
D0263,GUJ_Dist_03,Gujarat,0.6938,23.92,0.7232,0.6905,0.5388,0.3724,0.1831,0.5894,1.733,0.3539,20.91,140977,108626,0.7705,32351,39403,30453,0.7729,8950,0.2283
D0264,GUJ_Dist_04,Gujarat,0.7797,13.85,0.4294,0.8162,0.7024,0.2974,0.3071,0.3705,2.011,0.3937,18.18,51310,42072,0.82,9238,38273,31963,0.8352,6310,0.1724
D0265,GUJ_Dist_05,Gujarat,0.8578,28.89,0.5902,0.7529,0.6517,0.3256,0.2945,0.4435,2.217,0.4828,24.85,128128,113048,0.8823,15080,76572,66335,0.8663,10237,0.1257
D0266,GUJ_Dist_06,Gujarat,0.6919,200.0,0.8185,0.7318,0.6492,0.2834,0.2192,0.839,1.717,0.3958,16.34,1678047,1256178,0.7486,421869,394648,304922,0.7726,89726,0.2394
D0267,GUJ_Dist_07,Gujarat,0.7673,134.15,0.478,0.8077,0.6369,0.1977,0.3344,0.4909,1.783,0.4681,20.98,658583,584116,0.8869,74467,403757,355306,0.88,48451,0.1165
D0268,GUJ_Dist_08,Gujarat,0.5783,49.68,0.6517,0.815,0.6692,0.3036,0.2156,0.4646,1.755,0.4004,14.72,230823,173267,0.7507,57556,96406,80079,0.8306,16327,0.2094
D0269,GUJ_Dist_09,Gujarat,0.7556,60.75,0.5766,0.7216,0.5287,0.1803,0.2047,0.4517,1.893,0.4038,12.62,274436,187179,0.6821,87257,111913,84421,0.7543,27492,0.2818
D0270,GUJ_Dist_10,Gujarat,0.6842,53.64,0.5523,0.7692,0.5494,0.248,0.2889,0.6023,2.133,0.5266,14.67,323073,249128,0.7711,73945,139455,108439,0.7776,31016,0.2256
D0271,GUJ_Dist_11,Gujarat,0.6636,35.33,0.6104,0.7355,0.533,0.2448,0.3101,0.5272,1.835,0.284,15.24,186280,133137,0.7147,53143,98601,75770,0.7685,22831,0.2584
D0272,GUJ_Dist_12,Gujarat,0.6109,21.45,0.4249,0.8311,0.5858,0.2357,0.428,0.3251,1.916,0.3042,12.43,69740,51126,0.7331,18614,82641,59375,0.7185,23266,0.2742
D0273,GUJ_Dist_13,Gujarat,0.7397,32.23,0.632,0.7507,0.5969,0.3745,0.2943,0.4454,1.805,0.37,21.58,143558,103236,0.7191,40322,85388,63331,0.7417,22057,0.2696
D0274,GUJ_Dist_14,Gujarat,0.6522,127.7,0.5774,0.8082,0.6592,0.3641,0.2255,0.5241,1.906,0.4239,11.39,669264,535168,0.7996,134096,259144,151954,0.5864,107190,0.307
D0275,GUJ_Dist_15,Gujarat,0.6227,17.59,0.5855,0.828,0.6904,0.1744,0.3923,0.4612,1.214,0.1963,18.25,81105,70677,0.8714,10428,62096,43496,0.7005,18600,0.214
D0276,GUJ_Dist_16,Gujarat,0.5882,77.0,0.7405,0.735,0.5974,0.2181,0.4248,0.554,1.776,0.4263,21.16,426566,291174,0.6826,135392,294392,229303,0.7789,65089,0.2692
D0277,GUJ_Dist_17,Gujarat,0.6575,48.43,0.6476,0.6518,0.4938,0.4272,0.3665,0.5345,1.514,0.3957,17.07,258857,182695,0.7058,76162,159748,121552,0.7609,38196,0.2667
D0278,GUJ_Dist_18,Gujarat,0.7682,38.33,0.6275,0.9229,0.8115,0.059,0.2607,0.6086,2.224,0.4617,24.3,233234,200099,0.8579,33135,89910,79120,0.88,10790,0.131
D0279,GUJ_Dist_19,Gujarat,0.5984,25.01,0.574,0.7365,0.5519,0.2156,0.1862,0.3595,2.256,0.4059,17.57,89888,59861,0.666,30027,41897,31923,0.762,9974,0.286
D0280,GUJ_Dist_20,Gujarat,0.6425,20.96,0.7321,0.6453,0.5548,0.3364,0.3937,0.5187,2.108,0.5504,20.87,108713,84321,0.7756,24392,74270,57551,0.7749,16719,0.2247
D0281,GUJ_Dist_21,Gujarat,0.6341,71.15,0.7921,0.6922,0.5176,0.2549,0.2318,0.7283,1.243,0.4408,18.24,518159,415438,0.8018,102721,148451,108063,0.7279,40388,0.2352
D0282,GUJ_Dist_22,Gujarat,0.7608,9.95,0.5761,0.8556,0.6213,0.2651,0.1358,0.5523,2.047,0.526,20.36,54968,50570,0.92,4398,12168,9707,0.7978,2461,0.1411
D0283,GUJ_Dist_23,Gujarat,0.6333,13.6,0.5049,0.7808,0.5776,0.2107,0.404,0.4345,1.542,0.3926,14.19,59092,44823,0.7585,14269,49451,34821,0.7042,14630,0.2687
D0284,GUJ_Dist_24,Gujarat,0.6766,66.3,0.6924,0.7272,0.6364,0.2074,0.312,0.5584,1.98,0.4593,16.06,370171,289895,0.7831,80276,186154,147934,0.7947,38220,0.2111
D0285,GUJ_Dist_25,Gujarat,0.7006,123.07,0.6176,0.6401,0.4634,0.3998,0.2595,0.4819,1.953,0.4845,21.34,593093,483690,0.8155,109403,287375,226495,0.7882,60880,0.1982
D0286,GUJ_Dist_26,Gujarat,0.7322,123.9,0.6614,0.7362,0.5525,0.3208,0.263,0.5673,1.853,0.4249,19.39,702839,519960,0.7398,182879,293255,234040,0.7981,59215,0.2311
D0287,GUJ_Dist_27,Gujarat,0.7143,29.45,0.6482,0.8452,0.678,0.1833,0.2946,0.7116,1.985,0.3612,20.23,209577,172329,0.8223,37248,78079,68709,0.88,9370,0.1489
D0288,GUJ_Dist_28,Gujarat,0.6217,21.71,0.6613,0.8142,0.5883,0.2993,0.3865,0.5465,2.168,0.4451,14.92,118653,89976,0.7583,28677,75524,58290,0.7718,17234,0.2349
D0289,GUJ_Dist_29,Gujarat,0.658,46.58,0.6536,0.8272,0.6401,0.2541,0.069,0.4678,2.07,0.3003,21.3,217926,154825,0.7104,63101,28928,23756,0.8212,5172,0.2342
D0290,GUJ_Dist_30,Gujarat,0.7172,18.15,0.4747,0.739,0.5797,0.3646,0.3029,0.4443,2.197,0.3792,12.4,80652,66824,0.8285,13828,49482,35166,0.7107,14316,0.2304
D0291,GUJ_Dist_31,Gujarat,0.5385,48.85,0.725,0.701,0.5391,0.2607,0.3729,0.5876,1.812,0.2437,14.91,287065,197769,0.6889,89296,163951,123361,0.7524,40590,0.2793
D0292,GUJ_Dist_32,Gujarat,0.7027,27.05,0.5054,0.7037,0.58,0.1403,0.3691,0.4526,1.72,0.3752,13.15,122412,95399,0.7793,27013,89855,78998,0.8792,10857,0.1707
D0293,GUJ_Dist_33,Gujarat,0.7222,15.24,0.623,0.7736,0.6583,0.2409,0.2842,0.4158,1.714,0.4424,17.89,63377,48983,0.7729,14394,38990,34007,0.8722,4983,0.1775
D0294,KAR_Dist_01,Karnataka,0.5849,39.34,0.6641,0.6658,0.5049,0.1695,0.15,0.4785,1.652,0.235,15.72,188235,123332,0.6552,64903,53104,34919,0.6576,18185,0.3436
D0295,KAR_Dist_02,Karnataka,0.7071,40.09,0.6278,0.7352,0.5328,0.182,0.2028,0.5009,1.886,0.4522,19.8,200828,174087,0.8668,26741,73166,59958,0.8195,13208,0.1568
D0296,KAR_Dist_03,Karnataka,0.6189,46.4,0.5652,0.675,0.5256,0.1548,0.231,0.4916,1.882,0.2933,11.47,228080,173540,0.7609,54540,96469,72987,0.7566,23482,0.2413
D0297,KAR_Dist_04,Karnataka,0.5905,69.48,0.5748,0.7409,0.5746,0.2683,0.3031,0.482,1.809,0.3305,16.41,334884,251349,0.7506,83535,189525,134865,0.7116,54660,0.2689
D0298,KAR_Dist_05,Karnataka,0.7752,111.77,0.6745,0.7649,0.5648,0.1304,0.2237,0.607,1.804,0.5316,16.23,678406,528789,0.7795,149617,225055,178329,0.7924,46726,0.2141
D0299,KAR_Dist_06,Karnataka,0.769,22.12,0.5034,0.8188,0.6054,0.2129,0.3371,0.3561,2.456,0.3914,24.6,78768,62636,0.7952,16132,67093,59041,0.88,8052,0.1624
D0300,KAR_Dist_07,Karnataka,0.7828,27.45,0.5498,0.7936,0.664,0.2887,0.1252,0.4567,2.152,0.4267,20.07,125351,100560,0.8022,24791,30928,24924,0.8059,6004,0.1959
D0301,KAR_Dist_08,Karnataka,0.6694,159.32,0.5859,0.7383,0.6536,0.1986,0.3625,0.4416,1.841,0.4476,25.63,703494,527460,0.7498,176034,519780,427410,0.8223,92370,0.214
D0302,KAR_Dist_09,Karnataka,0.6503,58.35,0.7285,0.7784,0.5976,0.2068,0.1673,0.6362,1.717,0.4591,18.53,371248,252671,0.6806,118577,87843,64596,0.7354,23247,0.292
D0303,KAR_Dist_10,Karnataka,0.6649,115.97,0.4416,0.7814,0.6891,0.2389,0.2408,0.4032,2.117,0.5051,17.64,467624,394370,0.8434,73254,251291,189528,0.7542,61763,0.2012
D0304,KAR_Dist_11,Karnataka,0.6828,169.56,0.6738,0.7915,0.6878,0.2911,0.4104,0.5636,1.541,0.3683,17.69,955703,807513,0.8449,148190,626313,445648,0.7115,180665,0.2218
D0305,KAR_Dist_12,Karnataka,0.7169,49.71,0.4859,0.7284,0.5524,0.2578,0.1925,0.5295,1.099,0.4144,22.19,263240,193944,0.7368,69296,86134,75797,0.88,10337,0.1916
D0306,KAR_Dist_13,Karnataka,0.5871,90.34,0.7047,0.7054,0.6122,0.1788,0.3689,0.6111,2.139,0.2817,19.03,552033,398475,0.7218,153558,299910,234906,0.7833,65004,0.2475
D0307,KAR_Dist_14,Karnataka,0.77,96.32,0.5526,0.7165,0.6185,0.1804,0.3352,0.5751,1.929,0.3313,19.29,553923,445043,0.8034,108880,290575,239502,0.8242,51073,0.1862
D0308,KAR_Dist_15,Karnataka,0.6437,42.41,0.5281,0.7612,0.6404,0.2358,0.2461,0.4888,1.582,0.5425,17.16,207314,172433,0.8318,34881,93933,73678,0.7844,20255,0.1919
D0309,KAR_Dist_16,Karnataka,0.6115,17.91,0.6399,0.8386,0.6304,0.3121,0.5042,0.4946,2.093,0.3495,18.27,88604,73383,0.8282,15221,81292,56040,0.6894,25252,0.2412
D0310,KAR_Dist_17,Karnataka,0.6762,56.4,0.5114,0.7617,0.6348,0.2751,0.5317,0.5495,1.477,0.4997,12.28,309903,251747,0.8123,58156,269868,192596,0.7137,77272,0.237
D0311,KAR_Dist_18,Karnataka,0.8239,128.83,0.4265,0.7743,0.6284,0.1934,0.2208,0.3489,2.282,0.5093,18.9,449506,379892,0.8451,69614,256038,211084,0.8244,44954,0.1652
D0312,KAR_Dist_19,Karnataka,0.7177,15.89,0.6011,0.759,0.6438,0.2234,0.2643,0.5088,2.018,0.3625,21.13,80819,52693,0.652,28126,37792,30048,0.7951,7744,0.2765
D0313,KAR_Dist_20,Karnataka,0.6309,29.93,0.631,0.7719,0.659,0.157,0.3918,0.4891,1.683,0.3922,12.88,146387,110423,0.7543,35964,105538,74116,0.7023,31422,0.2717
D0314,KAR_Dist_21,Karnataka,0.8048,98.71,0.4695,0.9228,0.6656,0.1507,0.356,0.3809,2.248,0.4075,16.85,375974,298339,0.7935,77635,316238,215349,0.681,100889,0.2628
D0315,KAR_Dist_22,Karnataka,0.6052,24.2,0.6795,0.7798,0.5546,0.2437,0.382,0.5755,2.369,0.4335,13.41,139257,106119,0.762,33138,83207,66529,0.7996,16678,0.2192
D0316,KAR_Dist_23,Karnataka,0.5948,143.62,0.7514,0.7197,0.5153,0.1465,0.2305,0.6524,1.754,0.3999,18.24,936888,734472,0.7839,202416,297954,221703,0.7441,76251,0.236
D0317,KAR_Dist_24,Karnataka,0.73,41.86,0.5184,0.7953,0.6059,0.2628,0.1849,0.5196,1.722,0.482,24.46,217515,182198,0.8376,35317,69650,54957,0.7891,14693,0.1867
D0318,KAR_Dist_25,Karnataka,0.6626,176.66,0.5242,0.7334,0.6578,0.2433,0.3357,0.4242,1.584,0.371,12.52,749408,620277,0.8277,129131,533689,387699,0.7265,145990,0.2229
D0319,KAR_Dist_26,Karnataka,0.7388,23.11,0.6826,0.7872,0.5721,0.2121,0.2992,0.6094,1.856,0.4441,16.12,140844,120969,0.8589,19875,62230,52918,0.8504,9312,0.1454
D0320,KAR_Dist_27,Karnataka,0.7219,37.55,0.5844,0.8235,0.6231,0.198,0.2562,0.5588,1.956,0.5195,23.51,209797,168727,0.8042,41070,86577,75767,0.8751,10810,0.1603
D0321,KAR_Dist_28,Karnataka,0.7617,17.53,0.7081,0.7461,0.5886,0.1286,0.2337,0.6544,1.846,0.3839,19.94,114691,85681,0.7471,29010,36864,27190,0.7376,9674,0.2577
D0322,KAR_Dist_29,Karnataka,0.6796,109.52,0.7469,0.7177,0.5626,0.3181,0.2587,0.7508,1.82,0.3543,22.41,822249,624393,0.7594,197856,255015,204093,0.8003,50922,0.2202
D0323,KAR_Dist_30,Karnataka,0.6655,7.01,0.6884,0.7698,0.6493,0.2505,0.2733,0.6109,2.13,0.4931,16.77,42807,31792,0.7427,11015,17236,13397,0.7773,3839,0.24
D0324,KAR_Dist_31,Karnataka,0.4941,34.2,0.6571,0.7515,0.6503,0.2982,0.3534,0.5644,1.685,0.2769,9.37,193010,128625,0.6664,64385,108761,76193,0.7006,32568,0.3165
D0325,AND_Dist_01,Andhra Pradesh,0.5762,15.25,0.7272,0.6945,0.5517,0.2137,0.3563,0.584,1.612,0.3175,16.34,89077,63375,0.7115,25702,48910,38715,0.7916,10195,0.2485
D0326,AND_Dist_02,Andhra Pradesh,0.5222,120.11,0.6594,0.7439,0.6109,0.1941,0.3728,0.5561,1.662,0.3058,8.17,667879,388518,0.5817,279361,402956,251158,0.6233,151798,0.3975
D0327,AND_Dist_03,Andhra Pradesh,0.6878,24.75,0.3687,0.6656,0.503,0.2868,0.2208,0.3557,1.36,0.2942,19.2,88035,65507,0.7441,22528,49189,35635,0.7245,13554,0.2657
D0328,AND_Dist_04,Andhra Pradesh,0.4636,184.4,0.6413,0.6631,0.5044,0.2624,0.3682,0.4149,1.663,0.3645,12.83,765143,526092,0.6876,239051,611066,336161,0.5501,274905,0.3812
D0329,AND_Dist_05,Andhra Pradesh,0.4086,113.71,0.7065,0.6846,0.5618,0.3712,0.3986,0.4941,1.993,0.301,11.34,561792,351921,0.6264,209871,407876,228542,0.5603,179334,0.4066
D0330,AND_Dist_06,Andhra Pradesh,0.5319,44.09,0.657,0.5747,0.4936,0.3759,0.29,0.6209,1.807,0.2104,11.01,273739,185658,0.6782,88081,115080,91021,0.7909,24059,0.2654
D0331,AND_Dist_07,Andhra Pradesh,0.6394,24.88,0.7122,0.7343,0.5345,0.2688,0.4248,0.6193,1.946,0.4617,17.08,154076,99999,0.649,54077,95105,67864,0.7136,27241,0.3187
D0332,AND_Dist_08,Andhra Pradesh,0.5695,17.95,0.5906,0.7391,0.6497,0.1773,0.3455,0.5366,1.056,0.3521,19.18,96335,69098,0.7173,27237,55819,40586,0.7271,15233,0.2778
D0333,AND_Dist_09,Andhra Pradesh,0.4913,78.96,0.5163,0.6063,0.4477,0.2692,0.3766,0.2902,1.551,0.2286,11.5,229123,160003,0.6983,69120,267644,198906,0.7432,68738,0.2792
D0334,AND_Dist_10,Andhra Pradesh,0.621,118.6,0.6443,0.6928,0.5875,0.2108,0.1829,0.5175,1.669,0.415,12.84,613770,424156,0.6911,189614,195214,142387,0.7294,52827,0.2898
D0335,AND_Dist_11,Andhra Pradesh,0.5212,17.3,0.6337,0.637,0.5356,0.1762,0.365,0.4518,1.562,0.2936,12.75,78175,59416,0.76,18759,56839,38561,0.6784,18278,0.2808
D0336,AND_Dist_12,Andhra Pradesh,0.6081,119.14,0.7487,0.73,0.5567,0.1856,0.3052,0.6129,1.68,0.3845,13.93,730152,513351,0.7031,216801,327204,259253,0.7923,67951,0.2523
D0337,AND_Dist_13,Andhra Pradesh,0.5524,37.18,0.7926,0.7526,0.6311,0.239,0.3628,0.786,2.096,0.4244,10.75,292251,224832,0.7693,67419,121412,70169,0.5779,51243,0.3264
D0338,AND_Dist_14,Andhra Pradesh,0.6136,8.83,0.6612,0.7834,0.5564,0.4174,0.2293,0.4512,1.552,0.3728,17.41,39832,29387,0.7378,10445,18218,12135,0.6661,6083,0.298
D0339,AND_Dist_15,Andhra Pradesh,0.6323,200.0,0.6468,0.7775,0.6699,0.2325,0.3799,0.5697,1.882,0.3558,20.59,1139462,958361,0.8411,181101,683775,443629,0.6488,240146,0.2551
D0340,AND_Dist_16,Andhra Pradesh,0.6077,6.73,0.6273,0.704,0.534,0.2025,0.3865,0.5427,1.905,0.297,23.28,36520,27140,0.7432,9380,23407,17674,0.7551,5733,0.2509
D0341,AND_Dist_17,Andhra Pradesh,0.6126,110.39,0.5823,0.7362,0.5319,0.272,0.351,0.4517,1.674,0.3472,18.36,498686,353576,0.709,145110,348775,274943,0.7883,73832,0.2513
D0342,AND_Dist_18,Andhra Pradesh,0.5278,63.67,0.5535,0.7443,0.6695,0.3564,0.4253,0.403,1.875,0.2745,18.77,256585,168382,0.6562,88203,243709,185453,0.761,58256,0.2914
D0343,AND_Dist_19,Andhra Pradesh,0.59,82.79,0.6343,0.7663,0.6631,0.2346,0.3057,0.6685,1.495,0.3394,16.63,553476,368282,0.6654,185194,227752,184856,0.8117,42896,0.2615
D0344,AND_Dist_20,Andhra Pradesh,0.5402,21.11,0.6555,0.6957,0.5535,0.2851,0.4343,0.4811,1.894,0.439,12.41,101554,74324,0.7319,27230,82511,52589,0.6374,29922,0.3154
D0345,AND_Dist_21,Andhra Pradesh,0.6082,57.56,0.4946,0.6947,0.497,0.1026,0.2694,0.4575,1.258,0.4434,12.43,263322,192541,0.7312,70781,139562,109506,0.7846,30056,0.2421
D0346,AND_Dist_22,Andhra Pradesh,0.6477,126.22,0.6393,0.6201,0.5063,0.2305,0.3829,0.5086,1.861,0.3568,18.82,641929,436469,0.6799,205460,434926,300590,0.6911,134336,0.3145
D0347,AND_Dist_23,Andhra Pradesh,0.4759,57.08,0.7785,0.7039,0.5971,0.4081,0.2901,0.7058,1.411,0.2401,12.1,402879,246813,0.6126,156066,149027,102839,0.6901,46188,0.3487
D0348,AND_Dist_24,Andhra Pradesh,0.7494,18.52,0.6443,0.8618,0.7471,0.3061,0.1387,0.6006,2.24,0.4049,20.84,111257,86475,0.7773,24782,23121,20346,0.88,2775,0.1714
D0349,AND_Dist_25,Andhra Pradesh,0.5973,144.34,0.6746,0.6231,0.4986,0.22,0.3488,0.6207,1.431,0.2822,18.56,895892,613877,0.6852,282015,453143,289414,0.6387,163729,0.3381
D0350,ODI_Dist_01,Odisha,0.4583,72.35,0.6071,0.6536,0.5038,0.2082,0.3495,0.545,1.601,0.1954,14.96,394295,269617,0.6838,124678,227610,152073,0.6681,75537,0.324
D0351,ODI_Dist_02,Odisha,0.345,115.57,0.6821,0.6687,0.4806,0.2328,0.3205,0.555,1.48,0.3504,8.12,641384,463081,0.722,178303,333346,200411,0.6012,132935,0.3384
D0352,ODI_Dist_03,Odisha,0.5227,51.15,0.7449,0.7732,0.6293,0.2639,0.4003,0.5716,1.393,0.3703,14.54,292375,205000,0.7012,87375,184272,138894,0.7537,45378,0.2725
D0353,ODI_Dist_04,Odisha,0.3568,35.75,0.5794,0.7273,0.6199,0.2546,0.3364,0.4845,1.591,0.2698,11.42,173183,110911,0.6404,62272,108215,71148,0.6575,37067,0.351
D0354,ODI_Dist_05,Odisha,0.3633,19.39,0.8388,0.6659,0.4856,0.1957,0.3191,0.7589,1.861,0.2258,12.92,147122,96713,0.6574,50409,55671,32684,0.5871,22987,0.3778
D0355,ODI_Dist_06,Odisha,0.5082,29.82,0.7883,0.6049,0.4399,0.2748,0.3239,0.6106,1.413,0.2932,18.66,182059,120274,0.6606,61785,86928,58694,0.6752,28234,0.3321
D0356,ODI_Dist_07,Odisha,0.4422,41.11,0.6003,0.6553,0.5879,0.2628,0.3899,0.5684,1.168,0.2594,16.2,233709,149973,0.6417,83736,144259,107883,0.7478,36376,0.3052
D0357,ODI_Dist_08,Odisha,0.5217,126.11,0.6306,0.7399,0.6122,0.1962,0.3527,0.4933,1.586,0.321,15.11,622077,479318,0.7705,142759,400360,275852,0.689,124508,0.2702
D0358,ODI_Dist_09,Odisha,0.5141,74.15,0.8084,0.6951,0.5741,0.1695,0.3167,0.6694,1.718,0.2549,12.77,496404,341918,0.6888,154486,211387,118314,0.5597,93073,0.3758
D0359,ODI_Dist_10,Odisha,0.5554,165.93,0.6601,0.6692,0.5294,0.245,0.4602,0.5617,1.457,0.3331,14.87,932035,689161,0.7394,242874,687317,464595,0.676,222722,0.2923
D0360,ODI_Dist_11,Odisha,0.3315,22.7,0.7852,0.6241,0.5404,0.2082,0.4483,0.6296,1.549,0.141,2.89,142928,88112,0.6165,54816,91589,41283,0.4507,50306,0.4664
D0361,ODI_Dist_12,Odisha,0.2786,33.46,0.8176,0.4054,0.3487,0.3172,0.4199,0.6676,2.009,0.3478,6.45,223401,127591,0.5711,95810,126451,62688,0.4958,63763,0.4666
D0362,ODI_Dist_13,Odisha,0.4694,137.04,0.863,0.6532,0.5282,0.3186,0.3819,0.6676,1.263,0.2891,13.54,914926,582224,0.6364,332702,471059,299954,0.6368,171105,0.3634
D0363,ODI_Dist_14,Odisha,0.4975,15.52,0.6246,0.6644,0.5338,0.392,0.2771,0.5979,1.607,0.2374,17.14,92811,66726,0.719,26085,38715,29029,0.7498,9686,0.2656
D0364,ODI_Dist_15,Odisha,0.5226,22.75,0.5732,0.779,0.6992,0.2164,0.258,0.4382,1.784,0.4381,12.6,99678,64544,0.6475,35134,52814,35063,0.6639,17751,0.3443
D0365,ODI_Dist_16,Odisha,0.4334,12.43,0.7744,0.6596,0.4811,0.3219,0.3379,0.6227,1.487,0.3254,16.55,77378,55642,0.7191,21736,37795,24138,0.6387,13657,0.3211
D0366,ODI_Dist_17,Odisha,0.4081,56.36,0.6973,0.7083,0.6051,0.33,0.3381,0.59,1.59,0.3505,14.23,332529,219005,0.6586,113524,171490,111755,0.6517,59735,0.3449
D0367,ODI_Dist_18,Odisha,0.6311,46.69,0.687,0.805,0.6707,0.2632,0.2344,0.7318,1.746,0.2417,23.61,341630,253812,0.7429,87818,98479,86661,0.88,11818,0.1885
D0368,ODI_Dist_19,Odisha,0.4725,63.52,0.6954,0.6049,0.4976,0.2708,0.2518,0.5935,1.719,0.2573,15.94,376970,247127,0.6556,129843,143940,101412,0.7045,42528,0.3199
D0369,ODI_Dist_20,Odisha,0.5683,60.2,0.6622,0.6887,0.5573,0.1887,0.3694,0.505,1.541,0.3442,14.38,303979,221172,0.7276,82807,200144,133089,0.665,67055,0.3037
D0370,ODI_Dist_21,Odisha,0.5347,16.79,0.7157,0.6552,0.4895,0.1813,0.2565,0.6353,1.677,0.3877,14.94,106675,80264,0.7524,26411,38772,29045,0.7491,9727,0.2492
D0371,ODI_Dist_22,Odisha,0.4412,108.59,0.7472,0.5901,0.4763,0.2852,0.1115,0.6122,1.216,0.374,13.72,664767,422421,0.6354,242346,108980,78275,0.7183,30705,0.3231
D0372,ODI_Dist_23,Odisha,0.4319,37.5,0.5784,0.5188,0.4455,0.3145,0.356,0.4797,1.328,0.148,14.43,179880,109344,0.6079,70536,120135,67994,0.566,52141,0.4131
D0373,ODI_Dist_24,Odisha,0.4789,149.23,0.5184,0.5485,0.4331,0.3299,0.2896,0.467,1.275,0.3086,13.81,696846,479295,0.6878,217551,388958,234319,0.6024,154639,0.3549
D0374,ODI_Dist_25,Odisha,0.4354,118.4,0.6436,0.6258,0.5086,0.3656,0.4004,0.4908,1.379,0.3421,11.09,581043,397221,0.6836,183822,426670,261324,0.6125,165346,0.3519
D0375,ODI_Dist_26,Odisha,0.4273,91.74,0.6328,0.6313,0.4666,0.2849,0.2424,0.5239,1.541,0.3399,17.39,480657,303149,0.6307,177508,200169,137316,0.686,62853,0.3416
D0376,ODI_Dist_27,Odisha,0.444,71.56,0.6297,0.7392,0.5595,0.2509,0.3079,0.4895,1.489,0.3944,13.46,350290,257902,0.7363,92388,198273,138185,0.6969,60088,0.2834
D0377,ODI_Dist_28,Odisha,0.2657,22.73,0.712,0.5378,0.4316,0.3437,0.4525,0.5887,1.384,0.3832,10.49,133813,72451,0.5414,61362,92571,53167,0.5743,39404,0.4421
D0378,ODI_Dist_29,Odisha,0.4179,45.9,0.62,0.6542,0.5066,0.2293,0.3981,0.4091,1.416,0.2828,11.79,187774,149733,0.7974,38041,164464,117304,0.7133,47160,0.2447
D0379,ODI_Dist_30,Odisha,0.3404,21.64,0.6822,0.6172,0.5053,0.2279,0.4606,0.5632,1.495,0.2311,10.57,121880,76067,0.6241,45813,89700,48439,0.54,41261,0.4179
D0380,TEL_Dist_01,Telangana,0.6765,55.71,0.6269,0.791,0.5783,0.2759,0.2177,0.4997,2.298,0.4487,20.44,278413,206862,0.743,71551,109142,81019,0.7423,28123,0.2573
D0381,TEL_Dist_02,Telangana,0.5344,14.38,0.5778,0.6831,0.5329,0.2691,0.3017,0.4448,1.715,0.4251,11.34,63972,46558,0.7278,17414,39044,25341,0.6491,13703,0.3116
D0382,TEL_Dist_03,Telangana,0.5079,15.43,0.6073,0.7147,0.5901,0.2546,0.413,0.609,1.609,0.2923,15.79,93971,69794,0.7427,24177,57360,39151,0.6826,18209,0.2874
D0383,TEL_Dist_04,Telangana,0.6881,43.99,0.7423,0.8372,0.7128,0.2682,0.327,0.6564,2.097,0.33,16.19,288794,219110,0.7587,69684,129470,94644,0.731,34826,0.2551
D0384,TEL_Dist_05,Telangana,0.5759,96.94,0.82,0.6943,0.5782,0.3262,0.3199,0.7351,2.033,0.327,12.32,712580,531997,0.7466,180583,279090,192119,0.6884,86971,0.2825
D0385,TEL_Dist_06,Telangana,0.5866,150.88,0.7845,0.6703,0.5035,0.3348,0.3545,0.6386,1.543,0.4356,17.83,963509,657981,0.6829,305528,481319,378398,0.7862,102921,0.2655
D0386,TEL_Dist_07,Telangana,0.6647,27.32,0.6557,0.761,0.6015,0.2454,0.2743,0.4853,1.89,0.3768,17.59,132598,95568,0.7207,37030,67445,57446,0.8518,9999,0.2138
D0387,TEL_Dist_08,Telangana,0.5564,29.07,0.7775,0.7876,0.6115,0.2609,0.3625,0.5943,0.961,0.2053,19.55,172749,140513,0.8134,32236,94849,73961,0.7798,20888,0.2034
D0388,TEL_Dist_09,Telangana,0.5059,7.95,0.6845,0.62,0.5056,0.2938,0.3631,0.5867,2.276,0.3122,17.17,46656,31298,0.6708,15358,25983,19175,0.738,6808,0.2956
D0389,TEL_Dist_10,Telangana,0.5274,19.66,0.7223,0.6844,0.5124,0.4888,0.3252,0.6505,1.183,0.2879,13.06,127913,97165,0.7596,30748,57563,44012,0.7646,13551,0.2379
